label_hyperonyme,relation,label_hyponyme
manuscript,hyponyme,preprint
specialty surgical,hyponyme,ophthalmology
francisella,hyponyme,francisella tularensis
model theoretical,hyponyme,nonlinear dynamics
testosterone congener,hyponyme,androstenedione
carboxy - lyase,hyponyme,aromatic - l - amino - acid decarboxylase
endocrine gland neoplasm,hyponyme,testicular neoplasm
piperidine,hyponyme,ritanserin
spatial behavior,hyponyme,personal space
amino acids sulfur,hyponyme,cysteic acid
ocular motility disorder,hyponyme,ophthalmoplegia
regulatory sequence nucleic acid,hyponyme,promoter region genetic
pyrazolones,hyponyme,antipyrine
cerebellar disease,hyponyme,cerebellar neoplasm
protein - serine - threonine kinase,hyponyme,autophagy - relate protein-1 homolog
peptide biosynthesis,hyponyme,protein biosynthesis
mads domain protein,hyponyme,mef2 transcription factor
biodiversity,hyponyme,endanger specie
allelic imbalance,hyponyme,loss of heterozygosity
male urogenital disease,hyponyme,urogenital neoplasm
fetus,hyponyme,vernix caseosa
cell cycle protein,hyponyme,securin
actin capping protein,hyponyme,capz actin cap protein
musculoskeletal and neural physiological phenomenon,hyponyme,nervous system physiological phenomenon
protein precursor,hyponyme,progranulin
clostridium infection,hyponyme,enterocolitis pseudomembranous
infertility male,hyponyme,sertoli cell - only syndrome
information system,hyponyme,health information system
internal fixator,hyponyme,bone wire
amino acid neutral,hyponyme,asparagine
gallium,hyponyme,gallium isotope
hair,hyponyme,wool
lung disease,hyponyme,pulmonary alveolar proteinosis
mycobacteriaceae,hyponyme,mycobacterium
reptile,hyponyme,turtle
microfilament protein,hyponyme,tensins
karyotype,hyponyme,abnormal karyotype
infant newborn disease,hyponyme,colic
interpersonal relation,hyponyme,negotiate
dermatitis allergic contact,hyponyme,dermatitis toxicodendron
autophagy - relate protein,hyponyme,autophagy - relate protein-1 homolog
spinal nerve root,hyponyme,cauda equina
household article,hyponyme,cook and eat utensil
fibroblast growth factor,hyponyme,fibroblast growth factor 6
sympathectomy,hyponyme,sympathectomy chemical
membrane glycoprotein,hyponyme,histocompatibility antigen class i
diabetes complication,hyponyme,diabetic neuropathy
parturition,hyponyme,natural childbirth
streptophyta,hyponyme,embryophyta
enterobacteriaceae infection,hyponyme,serratia infection
headache disorder secondary,hyponyme,vascular headache
pathological condition anatomical,hyponyme,alopecia
nitrogen mustard compound,hyponyme,quinacrine mustard
intracellular signaling peptide and protein,hyponyme,sh2 domain - contain protein tyrosine phosphatase
heavy chain disease,hyponyme,immunoproliferative small intestinal disease
apiaceae,hyponyme,carum
eukaryotic initiation factor,hyponyme,eukaryotic initiation factor-4f
moraceae,hyponyme,antiaris
mental process,hyponyme,anticipation psychological
thoracic nerve,hyponyme,intercostal nerve
clostridium,hyponyme,clostridium beijerinckii
arginine,hyponyme,benzoylarginine-2-naphthylamide
epithelial cell,hyponyme,cho cell
social behavior,hyponyme,prejudice
hyperaldosteronism,hyponyme,bartter syndrome
receptor cell surface,hyponyme,receptor adipokine
thymosin,hyponyme,thymalfasin
guanosine triphosphate,hyponyme,guanylyl imidodiphosphate
sociology,hyponyme,social control informal
central nervous system viral disease,hyponyme,limbic encephalitis
quinazolines,hyponyme,afatinib
carboxy - lyase,hyponyme,tyrosine decarboxylase
dihydroxydihydrobenzopyrene,hyponyme,78-dihydro-78-dihydroxybenzo(a)pyrene 910-oxide
biphenyl compound,hyponyme,clofenapate
oxidoreductase act on sulfur group donor,hyponyme,protein disulfide reductase ( glutathione )
cerebrovascular disorder,hyponyme,vascular headache
cranial nerve disease,hyponyme,cranial nerve injury
gynecologic surgical procedure,hyponyme,ovariectomy
receptor pancreatic hormone,hyponyme,receptors glucagon
pinaceae,hyponyme,cedrus
cattle disease,hyponyme,trypanosomiasis bovine
physical and rehabilitation medicine,hyponyme,rehabilitation
zingiberales,hyponyme,strelitziaceae
toxicity test,hyponyme,carcinogenicity test
datum collection,hyponyme,negative result
erythema multiforme,hyponyme,stevens - johnson syndrome
renal circulation,hyponyme,renal plasma flow
urinary bladder disease,hyponyme,urinary bladder fistula
respirovirus,hyponyme,parainfluenza virus 1 human
hemoglobins,hyponyme,erythrocruorins
nitric oxide synthase,hyponyme,nitric oxide synthase type iii
philosophy,hyponyme,moral
abscess,hyponyme,abdominal abscess
transient receptor potential channel,hyponyme,trpm cation channel
spermatogenesis,hyponyme,sperm maturation
cytoplasmic structure,hyponyme,cytoskeleton
neuropsychological test,hyponyme,wisconsin card sort test
pancreatic disease,hyponyme,pancreatitis
neuron,hyponyme,grid cell
vitamin,hyponyme,vitamin b complex
elav protein,hyponyme,elav - like protein 3
hemodynamic,hyponyme,kallikrein - kinin system
school,hyponyme,university
enzyme inhibitor,hyponyme,protein kinase inhibitor
dna repair - deficiency disorder,hyponyme,colorectal neoplasms hereditary nonpolyposis
food industry,hyponyme,food supply
precancerous condition,hyponyme,preleukemia
growth and development,hyponyme,age
dipeptide,hyponyme,aspartame
nad ( + ) and nadp ( + ) dependent alcohol oxidoreductase,hyponyme,11-beta - hydroxysteroid dehydrogenase
malnutrition,hyponyme,refeede syndrome
rubiaceae,hyponyme,cephaelis
stomatognathic system,hyponyme,pharynx
urea,hyponyme,sulfonylurea compound
gram - negative bacterial infection,hyponyme,q fever
sodium - hydrogen exchanger,hyponyme,sodium - hydrogen exchanger 3
bone disease metabolic,hyponyme,pseudohypoparathyroidism
card signaling adaptor protein,hyponyme,apoptotic protease - activate factor 1
respiration disorder,hyponyme,respiratory distress syndrome newborn
personality,hyponyme,empathy
alkaloid,hyponyme,ergot alkaloids
genetic engineering,hyponyme,protein engineering
indicator and reagent,hyponyme,affinity label
urinary tract,hyponyme,kidney
gram - negative bacteria,hyponyme,spirillaceae
publication format,hyponyme,bibliography
parvoviridae infection,hyponyme,erythema infectiosum
egg protein dietary,hyponyme,conalbumin
tissue preservation,hyponyme,tissue fixation
sign and symptom digestive,hyponyme,halitosis
resins synthetic,hyponyme,epoxy resins
magnesium compounds,hyponyme,magnesium sulfate
chemokine,hyponyme,beta - thromboglobulin
membrane protein,hyponyme,bacterial outer membrane protein
fabaceae,hyponyme,laburnum
sphingolipid,hyponyme,glycosphingolipid
breed,hyponyme,estrus detection
neuroscience,hyponyme,neuroendocrinology
physiological effect of drug,hyponyme,narcotic antagonist
body fluid,hyponyme,body water
actinomycetale,hyponyme,cellulomonas
metalloproteins,hyponyme,hemosiderin
dioxole,hyponyme,dioxolane
nuclear receptor coactivator,hyponyme,nuclear receptor coactivator 3
euthanasia active,hyponyme,euthanasia animal
receptor thyroid hormone,hyponyme,thyroid hormone receptors beta
viral fusion protein,hyponyme,hiv envelope protein gp41
human immunodeficiency virus protein,hyponyme,vpr gene product human immunodeficiency virus
myelodysplastic syndrome,hyponyme,anemia refractory
sugars,hyponyme,dietary sugars
blood protein,hyponyme,thyroxine - bind protein
therapeutic,hyponyme,bed rest
sordariale,hyponyme,neurospora
hypoglossal nerve disease,hyponyme,hypoglossal nerve injury
receptor death domain,hyponyme,receptor tumor necrosis factor member 25
sarcoma,hyponyme,carcinosarcoma
herpesviridae infection,hyponyme,encephalitis herpes simplex
physiological phenomena,hyponyme,body constitution
pon,hyponyme,cochlear nucleus
intestine large,hyponyme,cecum
lysine,hyponyme,polylysine
animal structure,hyponyme,anal sacs
sulfur compound,hyponyme,sulfur acid
poly i,hyponyme,poly i - c
amino acid diamino,hyponyme,asparagine
hydrolase,hyponyme,acid anhydride hydrolase
mycotoxin,hyponyme,trichothecenes
peptide hormone,hyponyme,natriuretic peptide
particulate matter,hyponyme,dust
selectins,hyponyme,l - selectin
receptor galanin,hyponyme,receptor galanin type 2
receptors interleukin,hyponyme,receptor interleukin-6
conjunctivitis viral,hyponyme,conjunctivitis acute hemorrhagic
intracellular signaling peptide and protein,hyponyme,dual - specificity phosphatase
education nonprofessional,hyponyme,vocational education
therapeutic,hyponyme,radiotherapy
organelles,hyponyme,golgi apparatus
leukoencephalopathie,hyponyme,posterior leukoencephalopathy syndrome
magnoliopsida,hyponyme,melastomataceae
behavior,hyponyme,drug - seek behavior
fetal disease,hyponyme,echogenic bowel
library,hyponyme,library special
neuroectodermal tumor primitive,hyponyme,neuroectodermal tumor primitive peripheral
hydroxyprogesterones,hyponyme,medroxyprogesterone
cyclic amp - dependent protein kinase,hyponyme,cyclic amp - dependent protein kinase type ii
lilianae,hyponyme,asparagales
acetanilide,hyponyme,inosine pranobex
hepatitis chronic,hyponyme,hepatitis b chronic
medicine,hyponyme,global health
environment,hyponyme,rain
pyruvate metabolism inborn error,hyponyme,pyruvate dehydrogenase complex deficiency disease
behavior,hyponyme,imitative behavior
anaplasma,hyponyme,anaplasma centrale
inorganic chemical,hyponyme,mercury compounds
dentistry,hyponyme,periodontic
phenoxypropanolamine,hyponyme,metipranolol
skin disease bacterial,hyponyme,mycetoma
hydroxides,hyponyme,magnesium hydroxide
metal heavy,hyponyme,indium
gastrointestinal disease,hyponyme,esophageal disease
plantaginaceae,hyponyme,penstemon
alkanesulfonate,hyponyme,mesylate
proteoglycans,hyponyme,chondroitin sulfate proteoglycan
salmonella enterica,hyponyme,salmonella paratyphi a
tectum mesencephali,hyponyme,pretectal region
cricetinae,hyponyme,mesocricetus
manufacture material,hyponyme,elastomer
physicians,hyponyme,urologist
carboxypeptidase,hyponyme,gamma - glutamyl hydrolase
refuse disposal,hyponyme,waste disposal fluid
ubiquitin - protein ligase,hyponyme,nedd4 ubiquitin protein ligase
culture,hyponyme,human body
gram - positive coccus,hyponyme,sarcina
plant exudate,hyponyme,gutta - percha
prognosis,hyponyme,pregnancy outcome
hypophosphatemia familial,hyponyme,familial hypophosphatemic ricket
history 20th century,hyponyme,vietnam conflict
solar system,hyponyme,minor planet
flavone,hyponyme,polyphenol
tenericutes,hyponyme,mycoplasmatales
alpha - globulin,hyponyme,antithrombin iii
fee and charge,hyponyme,fee dental
leporipoxvirus,hyponyme,fibroma virus rabbit
hematopoiesis,hyponyme,erythropoiesis
hysterectomy,hyponyme,trachelectomy
stat transcription factor,hyponyme,stat1 transcription factor
receptor g - protein - couple,hyponyme,calcitonin receptor - like protein
effect modifi epidemiologic,hyponyme,cohort effect
spiritual therapy,hyponyme,yoga
mice,hyponyme,mice transgenic
nanoparticles,hyponyme,calcify nanoparticle
spondylarthritis,hyponyme,osteoarthritis spine
glaucoma drainage implant,hyponyme,molteno implant
srs - a,hyponyme,leukotriene c4
posture,hyponyme,sit position
3'5'-cyclic - amp phosphodiesterase,hyponyme,cyclic nucleotide phosphodiesterase type 4
health education,hyponyme,sex education
personality development,hyponyme,moral development
intestinal polyp,hyponyme,colonic polyp
monitor ambulatory,hyponyme,electrocardiography ambulatory
raphe nucleus,hyponyme,dorsal raphe nucleus
aldehyde,hyponyme,benzaldehyde
crystallin,hyponyme,omega - crystallin
retroelement,hyponyme,gene intracisternal a - particle
hexanones,hyponyme,methyl n - butyl ketone
appalachian region,hyponyme,virginia
intracellular signaling peptide and protein,hyponyme,nlr protein
receptor hiv,hyponyme,cd4 antigen
opioid - relate disorder,hyponyme,opium dependence
cell physiological phenomenon,hyponyme,endoplasmic reticulum stress
pyrimidine nucleotide,hyponyme,thymine nucleotide
thiophene,hyponyme,morantel
lymphoproliferative disorder,hyponyme,heavy chain disease
fracture dislocation,hyponyme,monteggia 's fracture
ostomy,hyponyme,esophagostomy
hair disease,hyponyme,piedra
myoblast skeletal,hyponyme,satellite cell skeletal muscle
birnaviridae,hyponyme,aquabirnavirus
multimodal imaging,hyponyme,computed tomography angiography
behavior therapy,hyponyme,biofeedback psychology
nerve tissue protein,hyponyme,neuroglobin
dna virus,hyponyme,geminiviridae
norpregnenes,hyponyme,norethynodrel
sexology,hyponyme,sex education
enoplida,hyponyme,dioctophymatoidea
mammal,hyponyme,insectivora
myeloproliferative disorder,hyponyme,primary myelofibrosis
receptor eph family,hyponyme,receptor epha2
firmicutes,hyponyme,bacillale
cariostatic agent,hyponyme,tin fluoride
venae cavae,hyponyme,vena cava superior
pituitary hormone release inhibit hormone,hyponyme,msh release - inhibit hormone
gram - negative bacterial infection,hyponyme,campylobacter infection
tetrahydronaphthalene,hyponyme,podophyllotoxin
ovulation,hyponyme,superovulation
orphan nuclear receptor,hyponyme,nuclear receptor subfamily 1 group f member 1
vascular disease,hyponyme,cerebrovascular disorder
venous thrombosis,hyponyme,thrombophlebitis
alkenes,hyponyme,polyene
endocrine gland,hyponyme,parathyroid glands
sucrose,hyponyme,sucralfate
hospital department,hyponyme,purchase hospital
connective tissue disease,hyponyme,panniculitis
skin disease eczematous,hyponyme,dermatitis seborrheic
collapse therapy,hyponyme,pneumothorax artificial
bacillus,hyponyme,bacillus coagulans
biomechanical phenomena,hyponyme,mechanotransduction cellular
thyroid hormones,hyponyme,diiodotyrosine
touch perception,hyponyme,stereognosis
osteochondrodysplasias,hyponyme,acquire hyperostosis syndrome
emtricitabine,hyponyme,emtricitabine tenofovir disoproxil fumarate drug combination
salivary protein and peptide,hyponyme,salivary alpha - amylase
blood coagulation factor,hyponyme,fibrinopeptide b
otitis medium,hyponyme,otitis medium with effusion
bacteriophage,hyponyme,coliphage
neural cell adhesion molecule,hyponyme,cd56 antigen
malvaceae,hyponyme,bombax
protein,hyponyme,egg protein
bone cyst,hyponyme,jaw cyst
arthritis,hyponyme,arthritis experimental
adaptor protein signal transducing,hyponyme,stat transcription factor
computer system,hyponyme,computer
occupational group,hyponyme,emergency responder
insulin short - acting,hyponyme,insulin aspart
dentistry,hyponyme,geriatric dentistry
heredodegenerative disorder nervous system,hyponyme,unverricht - lundborg syndrome
purpura,hyponyme,purpura hyperglobulinemic
pigmentation disorder,hyponyme,urticaria pigmentosa
dideoxynucleoside,hyponyme,didanosine
pigmentation disorder,hyponyme,xeroderma pigmentosum
seed,hyponyme,endosperm
gynecologic surgical procedure,hyponyme,vulvectomy
spinal cord vascular disease,hyponyme,spinal cord ischemia
vision test,hyponyme,vision screening
enteroendocrine cell,hyponyme,glucagon - secrete cell
amino acid transport system neutral,hyponyme,glycine plasma membrane transport protein
histological technique,hyponyme,histocytological preparation technique
neoplasms,hyponyme,neoplasms post - traumatic
obsessive behavior,hyponyme,stalk
specialty surgical,hyponyme,gynecology
intestinal disease,hyponyme,intestinal disease parasitic
commonwealth of independent state,hyponyme,turkmenistan
bile pigment,hyponyme,bilirubin
disaster,hyponyme,emergency shelter
immunity,hyponyme,immunity maternally - acquire
planet,hyponyme,earth ( planet )
cell,hyponyme,plant cell
phototherapy,hyponyme,photochemotherapy
ultrasonic therapy,hyponyme,extracorporeal shockwave therapy
organic chemical,hyponyme,alcohol
dna repair,hyponyme,dna mismatch repair
sugar alcohols,hyponyme,xylitol
